"{""png_width"":92344, ""png_height"":72764, ""png_w"":450, ""png_h"":360, ""patch_w"":202.593192869, ""patch_h"":202.593192869}"
i,j,TIL,cancer,tissue
211,29,42,53,255
211,30,53,89,255
211,31,25,211,255
211,32,21,213,255
211,33,21,14,255
211,34,21,29,255
211,35,20,55,255
211,36,20,138,255
211,37,27,178,255
211,38,41,195,255
211,39,33,195,255
211,40,23,197,255
211,41,26,213,255
211,42,35,233,255
211,43,64,248,255
211,44,49,253,255
211,45,19,254,255
211,46,45,253,255
211,47,89,252,255
211,48,84,240,255
211,49,54,231,255
211,50,23,225,255
211,51,11,224,255
211,52,9,230,255
211,53,11,237,255
211,54,13,252,255
211,55,11,252,255
211,56,10,253,255
211,57,19,253,255
211,58,13,252,255
211,59,11,249,255
211,60,14,249,255
211,61,10,250,255
211,62,17,251,255
211,63,10,251,255
211,64,10,55,255
211,65,20,44,255
211,66,23,0,255
211,67,10,0,255
211,68,31,0,255
211,69,42,0,255
211,70,14,0,255
211,71,18,0,255
211,72,15,0,255
211,73,66,0,255
211,74,137,0,255
211,75,46,0,255
211,76,12,0,255
211,77,5,0,255
211,78,0,0,255
211,79,0,0,249
211,80,0,0,150
211,81,0,0,150
211,82,0,0,160
211,83,1,0,255
211,84,6,0,255
211,85,6,0,255
211,86,8,0,255
211,87,8,0,255
211,88,8,0,255
211,89,6,0,255
211,90,10,0,255
211,91,18,0,255
211,92,21,0,255
211,93,12,0,255
211,94,20,0,255
211,95,16,0,255
211,96,27,3,255
211,97,15,244,255
211,98,12,178,255
211,99,17,39,255
211,100,26,172,255
211,101,21,250,255
211,102,19,244,255
211,103,10,244,255
211,104,18,244,255
211,105,36,244,255
211,106,56,245,255
211,107,62,250,255
211,108,87,252,255
211,109,119,236,255
211,110,115,236,255
211,111,83,236,255
211,112,40,243,255
211,113,23,251,255
211,114,14,191,255
211,115,11,177,255
211,116,11,185,255
211,117,12,179,255
211,118,14,165,255
211,119,47,203,255
211,120,41,229,255
211,121,19,250,255
211,122,39,249,255
211,123,33,176,255
211,124,21,192,255
211,125,16,221,255
211,126,11,182,255
211,127,11,163,255
211,128,8,250,255
211,129,7,251,255
211,130,8,253,255
211,131,8,253,255
211,132,5,254,255
211,133,4,146,255
211,134,1,113,255
211,135,3,43,255
211,136,1,42,255
211,137,7,40,255
211,138,5,49,255
211,139,3,57,255
211,140,6,161,255
211,141,70,180,255
211,142,59,248,255
211,143,16,245,255
211,144,14,240,255
211,145,10,247,255
211,146,9,251,255
211,147,10,247,255
211,148,16,247,255
211,149,13,252,255
211,150,41,251,255
211,151,73,251,255
211,152,58,246,255
211,153,18,244,255
211,154,12,240,255
211,155,20,225,255
211,156,16,161,255
211,157,15,190,255
211,158,16,220,255
211,159,14,183,255
211,160,14,175,255
211,161,18,31,255
211,162,32,29,255
211,163,52,25,255
211,164,56,50,255
211,165,31,67,255
211,166,32,214,255
211,167,45,231,255
211,168,31,235,255
211,169,37,236,255
211,170,40,238,255
211,171,46,226,255
211,172,37,221,255
211,173,61,249,255
211,174,75,249,255
211,175,29,249,255
211,176,11,250,255
211,177,13,252,255
211,178,10,253,255
211,179,12,253,255
211,180,13,253,255
211,181,11,253,255
211,182,18,253,255
211,183,19,252,255
211,184,11,251,255
211,185,13,247,255
211,186,23,246,255
211,187,49,201,255
211,188,61,218,255
211,189,49,254,255
211,190,34,253,255
211,191,30,253,255
211,192,43,250,255
211,193,79,242,255
211,194,92,173,255
211,195,72,193,255
211,196,43,222,255
211,197,18,166,255
211,198,12,145,255
211,199,13,208,255
211,200,13,209,255
211,201,11,216,255
211,202,12,216,255
211,203,15,216,255
211,204,19,212,255
211,205,22,211,255
211,206,19,194,255
211,207,45,165,255
211,208,31,89,255
211,209,63,117,255
211,210,68,137,255
211,211,64,43,255
211,212,37,37,255
211,213,40,107,255
211,214,14,98,255
211,215,22,83,255
211,216,15,125,255
211,217,14,145,255
211,218,19,99,255
211,219,13,111,255
211,220,18,186,255
211,221,15,170,255
211,222,12,151,255
211,223,15,170,255
211,224,17,176,255
211,225,12,238,255
211,226,18,240,255
211,227,13,248,255
211,228,19,246,255
211,229,63,244,255
211,230,61,227,255
211,231,72,223,255
211,232,63,138,255
211,233,18,143,255
211,234,27,154,255
211,235,29,112,255
211,236,47,88,255
211,237,18,97,255
211,238,19,101,255
211,239,19,128,255
211,240,23,134,255
211,241,28,143,255
211,242,31,198,255
211,243,22,220,255
211,244,16,192,255
211,245,20,174,255
211,246,38,99,255
211,247,31,125,255
211,248,29,152,255
211,249,29,205,255
211,250,66,218,255
211,251,98,233,255
211,252,73,199,255
211,253,57,112,255
211,254,37,123,255
211,255,54,131,255
211,256,41,200,255
211,257,39,208,255
211,258,42,216,255
211,259,27,223,255
211,260,26,236,255
211,261,21,245,255
211,262,24,249,255
211,263,20,157,255
211,264,43,163,255
211,265,81,204,255
211,266,100,211,255
211,267,51,220,255
211,268,4,78,255
211,269,0,35,104
211,290,3,0,0
211,329,0,0,59
211,330,0,0,193
211,331,2,0,255
211,332,36,0,255
211,333,84,0,255
211,334,84,0,255
211,335,48,0,255
211,336,20,0,255
211,337,13,0,255
211,338,5,0,255
211,339,4,0,255
211,340,2,0,198
211,341,0,0,150
211,342,0,0,65
211,353,2,0,0
211,354,1,0,0
212,18,0,0,63
212,19,2,0,255
212,20,10,6,255
212,21,17,33,255
212,22,17,46,255
212,23,14,60,255
212,24,13,67,255
212,25,15,69,255
212,26,20,67,255
212,27,22,49,255
212,28,25,2,255
212,29,81,73,255
212,30,120,123,255
212,31,43,187,255
212,32,20,185,255
212,33,20,25,255
212,34,22,43,255
212,35,21,74,255
212,36,29,152,255
212,37,35,190,255
212,38,46,209,255
212,39,44,208,255
212,40,26,199,255
212,41,41,218,255
212,42,56,241,255
212,43,55,250,255
212,44,48,253,255
212,45,55,251,255
212,46,88,251,255
212,47,111,252,255
212,48,77,246,255
212,49,25,241,255
212,50,10,236,255
212,51,9,235,255
212,52,9,240,255
212,53,10,239,255
212,54,12,237,255
212,55,11,236,255
212,56,19,236,255
212,57,32,229,255
212,58,29,230,255
212,59,40,249,255
212,60,18,236,255
212,61,13,218,255
212,62,18,181,255
212,63,10,167,255
212,64,23,32,255
212,65,91,26,255
212,66,80,0,255
212,67,18,0,255
212,68,8,0,255
212,69,16,0,255
212,70,13,0,255
212,71,13,0,255
212,72,9,0,255
212,73,82,0,255
212,74,175,0,255
212,75,68,0,255
212,76,6,0,255
212,77,0,0,255
212,78,0,0,250
212,79,0,0,141
212,82,0,0,15
212,83,0,0,151
212,84,0,0,164
212,85,1,0,255
212,86,4,0,255
212,87,5,0,255
212,88,4,0,255
212,89,0,0,255
212,90,3,0,255
212,91,3,0,255
212,92,1,0,255
212,93,9,0,255
212,94,23,0,255
212,95,16,0,255
212,96,11,2,255
212,97,9,206,255
212,98,11,159,255
212,99,26,60,255
212,100,42,178,255
212,101,23,247,255
212,102,13,248,255
212,103,11,246,255
212,104,43,236,255
212,105,116,240,255
212,106,135,246,255
212,107,112,251,255
212,108,128,253,255
212,109,105,243,255
212,110,34,243,255
212,111,31,240,255
212,112,63,246,255
212,113,46,252,255
212,114,19,210,255
212,115,17,201,255
212,116,12,208,255
212,117,30,204,255
212,118,70,196,255
212,119,136,222,255
212,120,124,239,255
212,121,75,240,255
212,122,113,238,255
212,123,131,198,255
212,124,57,206,255
212,125,20,221,255
212,126,15,194,255
212,127,14,181,255
212,128,11,228,255
212,129,7,232,255
212,130,7,251,255
212,131,8,252,255
212,132,4,254,255
212,133,6,189,255
212,134,4,169,255
212,135,1,97,255
212,136,3,85,255
212,137,7,47,255
212,138,4,46,255
212,139,4,45,255
212,140,6,181,255
212,141,15,204,255
212,142,17,230,255
212,143,13,235,255
212,144,15,245,255
212,145,11,247,255
212,146,8,248,255
212,147,8,247,255
212,148,15,247,255
212,149,10,253,255
212,150,11,243,255
212,151,67,229,255
212,152,37,234,255
212,153,25,236,255
212,154,11,226,255
212,155,13,214,255
212,156,17,164,255
212,157,16,173,255
212,158,18,182,255
212,159,14,186,255
212,160,14,187,255
212,161,22,78,255
212,162,40,63,255
212,163,22,23,255
212,164,37,88,255
212,165,22,133,255
212,166,27,215,255
212,167,16,224,255
212,168,23,225,255
212,169,39,232,255
212,170,37,244,255
212,171,34,235,255
212,172,48,231,255
212,173,98,251,255
212,174,55,251,255
212,175,33,251,255
212,176,17,252,255
212,177,12,252,255
212,178,10,224,255
212,179,10,215,255
212,180,12,252,255
212,181,11,252,255
212,182,11,253,255
212,183,11,251,255
212,184,13,249,255
212,185,13,250,255
212,186,20,249,255
212,187,42,189,255
212,188,56,191,255
212,189,59,195,255
212,190,46,231,255
212,191,31,251,255
212,192,41,246,255
212,193,115,240,255
212,194,113,192,255
212,195,87,201,255
212,196,80,214,255
212,197,35,176,255
212,198,18,162,255
212,199,19,195,255
212,200,17,196,255
212,201,15,203,255
212,202,15,215,255
212,203,22,227,255
212,204,34,214,255
212,205,27,211,255
212,206,22,210,255
212,207,37,185,255
212,208,25,119,255
212,209,25,125,255
212,210,34,128,255
212,211,53,62,255
212,212,30,58,255
212,213,33,109,255
212,214,22,102,255
212,215,19,90,255
212,216,14,110,255
212,217,14,120,255
212,218,18,125,255
212,219,17,129,255
212,220,30,151,255
212,221,16,149,255
212,222,12,148,255
212,223,14,176,255
212,224,18,184,255
212,225,60,226,255
212,226,25,224,255
212,227,14,217,255
212,228,21,230,255
212,229,43,240,255
212,230,61,230,255
212,231,43,228,255
212,232,33,158,255
212,233,15,161,255
212,234,24,168,255
212,235,30,144,255
212,236,71,130,255
212,237,19,121,255
212,238,27,123,255
212,239,38,141,255
212,240,37,128,255
212,241,48,109,255
212,242,51,173,255
212,243,19,197,255
212,244,19,171,255
212,245,17,160,255
212,246,28,112,255
212,247,27,130,255
212,248,34,149,255
212,249,58,173,255
212,250,106,179,255
212,251,103,225,255
212,252,106,200,255
212,253,106,135,255
212,254,68,146,255
212,255,61,154,255
212,256,47,180,255
212,257,25,183,255
212,258,30,195,255
212,259,31,206,255
212,260,27,227,255
212,261,18,237,255
212,262,29,241,255
212,263,27,156,255
212,264,29,161,255
212,265,66,193,255
212,266,96,207,255
212,267,55,223,255
212,268,8,76,255
212,269,0,31,165
212,270,0,0,41
212,290,4,0,0
212,291,1,0,0
212,330,0,0,61
212,331,0,0,194
212,332,2,0,255
212,333,11,0,255
212,334,30,0,255
212,335,28,0,255
212,336,7,0,255
212,337,4,0,255
212,338,2,0,255
212,339,0,0,200
212,340,0,0,69
212,342,2,0,0
212,343,1,0,0
212,353,3,0,0
212,354,1,0,0
213,18,0,0,63
213,19,2,0,255
213,20,8,12,255
213,21,14,62,255
213,22,18,42,255
213,23,13,22,255
213,24,15,62,255
213,25,17,72,255
213,26,21,16,255
213,27,19,12,255
213,28,34,3,255
213,29,112,101,255
213,30,175,170,255
213,31,114,153,255
213,32,54,145,255
213,33,20,42,255
213,34,26,63,255
213,35,35,100,255
213,36,42,172,255
213,37,47,207,255
213,38,31,229,255
213,39,26,225,255
213,40,23,202,255
213,41,45,225,255
213,42,51,253,255
213,43,46,254,255
213,44,53,254,255
213,45,74,247,255
213,46,68,248,255
213,47,42,253,255
213,48,22,253,255
213,49,11,254,255
213,50,14,252,255
213,51,11,252,255
213,52,8,254,255
213,53,11,242,255
213,54,15,216,255
213,55,14,214,255
213,56,30,213,255
213,57,39,195,255
213,58,53,199,255
213,59,102,250,255
213,60,32,218,255
213,61,19,173,255
213,62,14,83,255
213,63,13,49,255
213,64,68,0,255
213,65,132,0,255
213,66,113,0,255
213,67,27,0,255
213,68,8,0,255
213,69,17,0,255
213,70,12,0,255
213,71,10,0,255
213,72,8,0,255
213,73,9,0,255
213,74,48,0,255
213,75,28,0,255
213,76,2,0,255
213,77,0,0,252
213,78,0,0,144
213,84,0,0,19
213,85,0,0,151
213,86,0,0,151
213,87,0,0,151
213,88,0,0,151
213,89,0,0,151
213,90,0,0,151
213,91,0,0,174
213,92,0,0,255
213,93,2,0,255
213,94,10,0,255
213,95,17,0,255
213,96,12,1,255
213,97,14,152,255
213,98,13,132,255
213,99,30,89,255
213,100,49,186,255
213,101,21,242,255
213,102,13,252,255
213,103,11,250,255
213,104,75,226,255
213,105,183,235,255
213,106,158,248,255
213,107,102,252,255
213,108,107,254,255
213,109,63,254,255
213,110,16,252,255
213,111,31,245,255
213,112,76,249,255
213,113,56,253,255
213,114,19,237,255
213,115,22,234,255
213,116,54,240,255
213,117,111,240,255
213,118,164,240,255
213,119,203,248,255
213,120,211,254,255
213,121,181,225,255
213,122,186,222,255
213,123,228,229,255
213,124,120,226,255
213,125,30,221,255
213,126,17,211,255
213,127,13,206,255
213,128,12,197,255
213,129,10,204,255
213,130,8,248,255
213,131,8,251,255
213,132,5,254,255
213,133,5,249,255
213,134,7,248,255
213,135,1,172,255
213,136,6,145,255
213,137,7,56,255
213,138,8,41,255
213,139,1,29,255
213,140,7,208,255
213,141,17,237,255
213,142,16,206,255
213,143,12,221,255
213,144,13,253,255
213,145,12,248,255
213,146,12,245,255
213,147,10,247,255
213,148,10,248,255
213,149,8,254,255
213,150,8,231,255
213,151,85,198,255
213,152,32,218,255
213,153,17,226,255
213,154,19,207,255
213,155,16,200,255
213,156,16,169,255
213,157,18,149,255
213,158,16,130,255
213,159,15,191,255
213,160,14,205,255
213,161,19,145,255
213,162,31,110,255
213,163,17,20,255
213,164,25,141,255
213,165,39,226,255
213,166,21,216,255
213,167,16,215,255
213,168,22,212,255
213,169,38,227,255
213,170,43,253,255
213,171,42,247,255
213,172,70,245,255
213,173,106,254,255
213,174,102,254,255
213,175,88,254,255
213,176,33,253,255
213,177,14,253,255
213,178,11,183,255
213,179,11,162,255
213,180,14,251,255
213,181,13,252,255
213,182,12,254,255
213,183,13,249,255
213,184,11,246,255
213,185,14,253,255
213,186,17,253,255
213,187,35,173,255
213,188,77,154,255
213,189,79,114,255
213,190,82,199,255
213,191,68,248,255
213,192,92,240,255
213,193,118,238,255
213,194,114,220,255
213,195,85,213,255
213,196,73,202,255
213,197,38,190,255
213,198,23,186,255
213,199,32,176,255
213,200,24,178,255
213,201,19,185,255
213,202,20,214,255
213,203,25,243,255
213,204,36,217,255
213,205,43,211,255
213,206,36,234,255
213,207,38,214,255
213,208,31,162,255
213,209,27,135,255
213,210,33,117,255
213,211,39,89,255
213,212,26,87,255
213,213,25,113,255
213,214,30,108,255
213,215,26,101,255
213,216,16,90,255
213,217,13,85,255
213,218,17,161,255
213,219,21,153,255
213,220,25,101,255
213,221,21,120,255
213,222,14,144,255
213,223,15,183,255
213,224,20,195,255
213,225,87,210,255
213,226,22,202,255
213,227,15,175,255
213,228,22,207,255
213,229,12,234,255
213,230,32,235,255
213,231,32,234,255
213,232,32,185,255
213,233,14,186,255
213,234,15,189,255
213,235,18,189,255
213,236,28,189,255
213,237,18,155,255
213,238,31,153,255
213,239,57,159,255
213,240,65,119,255
213,241,47,61,255
213,242,55,137,255
213,243,30,166,255
213,244,23,142,255
213,245,16,140,255
213,246,26,130,255
213,247,41,137,255
213,248,49,145,255
213,249,96,129,255
213,250,151,125,255
213,251,163,214,255
213,252,136,201,255
213,253,117,168,255
213,254,98,178,255
213,255,54,186,255
213,256,41,151,255
213,257,25,148,255
213,258,31,165,255
213,259,23,183,255
213,260,19,214,255
213,261,21,225,255
213,262,29,231,255
213,263,27,155,255
213,264,15,157,255
213,265,28,177,255
213,266,53,200,255
213,267,56,228,255
213,268,21,74,255
213,269,0,27,255
213,270,0,0,100
213,331,0,0,64
213,332,0,0,151
213,333,2,0,198
213,334,4,0,255
213,335,5,0,255
213,336,2,0,204
213,337,1,0,151
213,338,1,0,151
213,339,0,0,72
213,342,3,0,0
213,343,2,0,0
213,346,2,0,0
213,347,4,0,0
213,348,2,0,0
213,441,4,0,0
214,18,0,0,63
214,19,3,0,255
214,20,11,6,255
214,21,11,34,255
214,22,16,26,255
214,23,14,17,255
214,24,20,27,255
214,25,26,30,255
214,26,22,15,255
214,27,20,14,255
214,28,44,11,255
214,29,115,84,255
214,30,169,135,255
214,31,160,122,255
214,32,92,117,255
214,33,23,61,255
214,34,31,88,255
214,35,41,136,255
214,36,41,162,255
214,37,34,174,255
214,38,31,213,255
214,39,29,216,255
214,40,29,230,255
214,41,52,241,255
214,42,58,254,255
214,43,66,250,255
214,44,42,249,255
214,45,20,245,255
214,46,16,246,255
214,47,12,249,255
214,48,10,252,255
214,49,10,254,255
214,50,14,247,255
214,51,10,246,255
214,52,8,250,255
214,53,9,248,255
214,54,11,245,255
214,55,16,244,255
214,56,20,243,255
214,57,33,230,255
214,58,45,230,255
214,59,123,241,255
214,60,37,182,255
214,61,19,98,255
214,62,15,36,255
214,63,19,12,255
214,64,69,0,255
214,65,48,0,255
214,66,28,0,255
214,67,21,0,255
214,68,4,0,255
214,69,5,0,255
214,70,5,0,255
214,71,0,0,255
214,72,5,0,255
214,73,8,0,255
214,74,14,0,255
214,75,6,0,255
214,76,0,0,253
214,77,0,0,147
214,91,0,0,33
214,92,0,0,152
214,93,0,0,177
214,94,2,0,255
214,95,8,0,255
214,96,15,1,255
214,97,27,77,255
214,98,36,92,255
214,99,20,124,255
214,100,14,203,255
214,101,15,250,255
214,102,18,246,255
214,103,10,246,255
214,104,48,247,255
214,105,114,249,255
214,106,112,253,255
214,107,97,254,255
214,108,65,254,255
214,109,20,254,255
214,110,21,254,255
214,111,16,252,255
214,112,17,252,255
214,113,12,252,255
214,114,13,249,255
214,115,54,248,255
214,116,126,249,255
214,117,188,249,255
214,118,202,250,255
214,119,217,244,255
214,120,234,240,255
214,121,223,212,255
214,122,189,206,255
214,123,210,157,255
214,124,162,160,255
214,125,91,166,255
214,126,48,190,255
214,127,31,202,255
214,128,19,218,255
214,129,12,221,255
214,130,11,241,255
214,131,8,246,255
214,132,4,254,255
214,133,4,252,255
214,134,6,252,255
214,135,1,93,255
214,136,4,82,255
214,137,4,49,255
214,138,6,72,255
214,139,1,92,255
214,140,7,227,255
214,141,16,249,255
214,142,11,218,255
214,143,10,229,255
214,144,12,253,255
214,145,11,250,255
214,146,14,248,255
214,147,11,250,255
214,148,10,249,255
214,149,8,233,255
214,150,8,216,255
214,151,46,192,255
214,152,26,216,255
214,153,16,226,255
214,154,28,229,255
214,155,24,214,255
214,156,17,153,255
214,157,33,139,255
214,158,14,125,255
214,159,16,137,255
214,160,14,141,255
214,161,15,175,255
214,162,19,166,255
214,163,16,144,255
214,164,24,180,255
214,165,49,205,255
214,166,17,180,255
214,167,14,180,255
214,168,26,218,255
214,169,53,231,255
214,170,62,252,255
214,171,62,252,255
214,172,73,252,255
214,173,80,251,255
214,174,125,251,255
214,175,101,250,255
214,176,29,212,255
214,177,14,168,255
214,178,9,143,255
214,179,9,135,255
214,180,12,252,255
214,181,13,252,255
214,182,13,254,255
214,183,20,251,255
214,184,18,249,255
214,185,14,246,255
214,186,16,245,255
214,187,11,169,255
214,188,27,169,255
214,189,46,169,255
214,190,90,221,255
214,191,86,252,255
214,192,116,247,255
214,193,163,246,255
214,194,124,238,255
214,195,59,227,255
214,196,43,211,255
214,197,35,215,255
214,198,25,217,255
214,199,41,219,255
214,200,28,219,255
214,201,17,223,255
214,202,25,224,255
214,203,21,224,255
214,204,42,221,255
214,205,54,221,255
214,206,71,190,255
214,207,54,185,255
214,208,37,173,255
214,209,44,143,255
214,210,23,122,255
214,211,48,130,255
214,212,23,132,255
214,213,24,156,255
214,214,34,156,255
214,215,31,157,255
214,216,23,150,255
214,217,19,147,255
214,218,29,131,255
214,219,18,135,255
214,220,13,158,255
214,221,27,147,255
214,222,14,135,255
214,223,15,160,255
214,224,19,167,255
214,225,17,198,255
214,226,22,193,255
214,227,28,177,255
214,228,29,194,255
214,229,12,209,255
214,230,31,237,255
214,231,27,241,255
214,232,27,225,255
214,233,17,218,255
214,234,18,203,255
214,235,20,209,255
214,236,17,213,255
214,237,22,179,255
214,238,29,176,255
214,239,61,170,255
214,240,77,163,255
214,241,27,154,255
214,242,22,167,255
214,243,29,173,255
214,244,19,164,255
214,245,17,171,255
214,246,29,204,255
214,247,36,196,255
214,248,39,188,255
214,249,66,109,255
214,250,91,91,255
214,251,138,198,255
214,252,139,190,255
214,253,92,170,255
214,254,52,162,255
214,255,33,157,255
214,256,30,181,255
214,257,36,185,255
214,258,40,196,255
214,259,28,208,255
214,260,25,230,255
214,261,25,234,255
214,262,24,236,255
214,263,26,195,255
214,264,21,199,255
214,265,20,224,255
214,266,28,227,255
214,267,71,231,255
214,268,45,130,255
214,269,2,99,255
214,270,0,0,100
214,333,0,0,68
214,334,0,0,152
214,335,0,0,152
214,336,0,0,78
214,337,2,0,0
214,338,2,0,0
214,346,4,0,0
214,347,8,0,0
214,348,3,0,0
214,441,5,0,0
214,442,1,0,0
215,18,0,0,63
215,19,3,0,255
215,20,12,5,255
215,21,11,25,255
215,22,9,20,255
215,23,16,15,255
215,24,21,16,255
215,25,29,16,255
215,26,20,15,255
215,27,23,14,255
215,28,35,14,255
215,29,86,78,255
215,30,124,123,255
215,31,97,112,255
215,32,55,108,255
215,33,22,67,255
215,34,24,97,255
215,35,23,148,255
215,36,27,158,255
215,37,30,163,255
215,38,42,208,255
215,39,38,213,255
215,40,61,239,255
215,41,98,246,255
215,42,86,254,255
215,43,62,249,255
215,44,33,247,255
215,45,14,244,255
215,46,9,245,255
215,47,9,248,255
215,48,10,251,255
215,49,10,254,255
215,50,11,245,255
215,51,25,244,255
215,52,18,248,255
215,53,10,250,255
215,54,10,254,255
215,55,14,253,255
215,56,13,253,255
215,57,24,241,255
215,58,21,241,255
215,59,76,238,255
215,60,25,170,255
215,61,12,73,255
215,62,12,20,255
215,63,16,0,255
215,64,14,0,255
215,65,9,0,255
215,66,5,0,255
215,67,5,0,255
215,68,0,0,255
215,69,0,0,255
215,70,0,0,255
215,71,0,0,255
215,72,0,0,255
215,73,5,0,255
215,74,5,0,255
215,75,0,0,153
215,76,0,0,150
215,93,0,0,38
215,94,0,0,179
215,95,3,0,255
215,96,14,1,255
215,97,36,52,255
215,98,53,79,255
215,99,22,136,255
215,100,14,209,255
215,101,17,252,255
215,102,20,243,255
215,103,26,244,255
215,104,36,254,255
215,105,23,254,255
215,106,21,254,255
215,107,34,254,255
215,108,32,254,255
215,109,22,254,255
215,110,22,254,255
215,111,25,254,255
215,112,24,253,255
215,113,29,252,255
215,114,82,253,255
215,115,151,253,255
215,116,172,252,255
215,117,192,252,255
215,118,219,253,255
215,119,216,242,255
215,120,190,235,255
215,121,159,207,255
215,122,133,200,255
215,123,174,133,255
215,124,193,138,255
215,125,164,148,255
215,126,110,183,255
215,127,59,200,255
215,128,24,225,255
215,129,18,227,255
215,130,16,238,255
215,131,11,245,255
215,132,9,254,255
215,133,4,253,255
215,134,4,253,255
215,135,1,66,255
215,136,0,61,255
215,137,3,47,255
215,138,3,83,255
215,139,0,113,255
215,140,5,234,255
215,141,6,253,255
215,142,15,222,255
215,143,8,232,255
215,144,15,253,255
215,145,10,250,255
215,146,8,249,255
215,147,8,252,255
215,148,9,249,255
215,149,8,226,255
215,150,9,211,255
215,151,26,190,255
215,152,16,216,255
215,153,24,226,255
215,154,21,236,255
215,155,23,219,255
215,156,18,148,255
215,157,41,135,255
215,158,16,123,255
215,159,20,120,255
215,160,14,119,255
215,161,16,185,255
215,162,24,185,255
215,163,16,185,255
215,164,26,193,255
215,165,61,198,255
215,166,19,168,255
215,167,31,168,255
215,168,48,220,255
215,169,51,232,255
215,170,69,252,255
215,171,67,253,255
215,172,68,254,255
215,173,72,250,255
215,174,58,250,255
215,175,27,249,255
215,176,13,199,255
215,177,12,139,255
215,178,12,129,255
215,179,12,126,255
215,180,10,252,255
215,181,14,252,255
215,182,13,254,255
215,183,22,252,255
215,184,25,250,255
215,185,13,244,255
215,186,12,242,255
215,187,11,168,255
215,188,9,174,255
215,189,9,187,255
215,190,18,229,255
215,191,19,253,255
215,192,30,249,255
215,193,87,248,255
215,194,76,244,255
215,195,38,232,255
215,196,50,214,255
215,197,50,223,255
215,198,27,227,255
215,199,45,233,255
215,200,35,234,255
215,201,21,236,255
215,202,22,227,255
215,203,17,218,255
215,204,47,223,255
215,205,47,224,255
215,206,71,175,255
215,207,59,175,255
215,208,44,176,255
215,209,59,145,255
215,210,27,124,255
215,211,111,144,255
215,212,34,147,255
215,213,26,170,255
215,214,35,172,255
215,215,21,176,255
215,216,31,170,255
215,217,66,167,255
215,218,53,121,255
215,219,64,129,255
215,220,31,177,255
215,221,42,156,255
215,222,29,132,255
215,223,33,152,255
215,224,18,158,255
215,225,17,194,255
215,226,29,190,255
215,227,50,177,255
215,228,31,189,255
215,229,37,200,255
215,230,52,238,255
215,231,30,244,255
215,232,31,238,255
215,233,21,228,255
215,234,19,207,255
215,235,25,216,255
215,236,17,221,255
215,237,17,187,255
215,238,21,184,255
215,239,45,173,255
215,240,41,178,255
215,241,19,185,255
215,242,30,178,255
215,243,33,175,255
215,244,18,171,255
215,245,15,182,255
215,246,22,228,255
215,247,23,215,255
215,248,23,202,255
215,249,50,102,255
215,250,85,79,255
215,251,109,192,255
215,252,134,186,255
215,253,78,170,255
215,254,43,156,255
215,255,61,147,255
215,256,73,192,255
215,257,50,197,255
215,258,34,206,255
215,259,33,217,255
215,260,34,235,255
215,261,30,237,255
215,262,32,238,255
215,263,31,208,255
215,264,24,212,255
215,265,19,239,255
215,266,29,236,255
215,267,63,232,255
215,268,41,148,255
215,269,4,123,255
215,270,0,0,100
215,346,2,0,0
215,347,3,0,0
215,348,1,0,0
216,18,0,0,63
216,19,2,0,255
216,20,9,1,255
216,21,11,6,255
216,22,9,77,255
216,23,16,149,255
216,24,19,42,255
216,25,25,17,255
216,26,21,21,255
216,27,20,17,255
216,28,31,6,255
216,29,93,35,255
216,30,158,55,255
216,31,96,166,255
216,32,29,171,255
216,33,19,48,255
216,34,21,111,255
216,35,23,221,255
216,36,27,217,255
216,37,31,215,255
216,38,40,171,255
216,39,30,183,255
216,40,55,254,255
216,41,80,253,255
216,42,58,253,255
216,43,28,252,255
216,44,12,252,255
216,45,11,253,255
216,46,10,251,255
216,47,12,245,255
216,48,10,238,255
216,49,13,232,255
216,50,14,239,255
216,51,40,240,255
216,52,25,252,255
216,53,14,252,255
216,54,12,252,255
216,55,13,252,255
216,56,23,252,255
216,57,16,247,255
216,58,10,244,255
216,59,21,217,255
216,60,17,128,255
216,61,21,0,255
216,62,19,0,255
216,63,12,0,255
216,64,6,0,255
216,65,5,0,255
216,66,1,0,255
216,67,0,0,163
216,68,0,0,153
216,69,0,0,153
216,70,0,0,153
216,71,0,0,153
216,72,0,0,153
216,73,0,0,153
216,74,0,0,153
216,94,0,0,66
216,95,1,0,255
216,96,11,0,255
216,97,31,0,255
216,98,35,78,255
216,99,14,243,255
216,100,11,247,255
216,101,15,249,255
216,102,33,237,255
216,103,76,235,255
216,104,92,224,255
216,105,63,223,255
216,106,11,223,255
216,107,15,231,255
216,108,20,234,255
216,109,20,254,255
216,110,21,252,255
216,111,29,241,255
216,112,25,247,255
216,113,72,254,255
216,114,178,254,255
216,115,225,254,255
216,116,225,253,255
216,117,221,248,255
216,118,206,236,255
216,119,182,195,255
216,120,116,167,255
216,121,42,232,255
216,122,73,240,255
216,123,169,253,255
216,124,183,252,255
216,125,152,251,255
216,126,141,204,255
216,127,98,182,255
216,128,39,199,255
216,129,24,201,255
216,130,17,216,255
216,131,10,225,255
216,132,9,237,255
216,133,7,250,255
216,134,4,254,255
216,135,1,223,255
216,136,0,213,255
216,137,5,181,255
216,138,7,150,255
216,139,1,125,255
216,140,7,235,255
216,141,8,254,255
216,142,12,254,255
216,143,9,253,255
216,144,15,253,255
216,145,10,250,255
216,146,6,248,255
216,147,6,253,255
